final_qc_status,bip30_source_pass,corrected_source_pass,baseline_pass,main_structure_pass,main_direction_pass,alpha10_crosscheck_pass,hhi_granularity_pass,tau_sensitivity_pass,trackA_reconcile_pass,raw_duplicate_groups,corrected_utxo_rows,corrected_duplicate_groups,corrected_address_rows,positive_addresses,corrected_total_sats,canonical_baseline_hhi,canonical_nakamoto_33,main_scenario_rows,max_supply_diff_sats,alpha10_min_m_hhi_improvement,baseline_naka_25,baseline_naka_33,baseline_naka_50,trackA_balance_mismatch_addresses,trackA_absolute_balance_difference_sats
PASS,true,true,true,true,true,true,true,true,true,2,42232,0,37566,37564,171831920736257,3.3559490433565803e-05,11162,15,0.000000001,1569,8412,11162,17004,2,10000000000
